text,labels
"FFS, why is this meeting taking so long?",1
"And the risks aren't appropriate for us,"" he says.",0
"I'll go, and then I'll just come right back.",0
"I just need to grab something, CRB.",1
They canceled the event? UGTBK!,1
You don't want me to be alone.,0
Send me a PIC of your new puppy!,1
I'm not gonna even let my kid audition next year.,1
The first one permits a witness to refuse to testify against her spouse.,0
CU later!,1
"SOTMG, I’ll talk to you later.",1
Does this strike a chord?,1
It would have been too late to think about on Friday.,0
We're tracking from parallel streets.,0
You said you would be my lawyer?,0
This is partly due to the particular demands of the crop.,0
And then I'll have the pigeon as the main course.,0
"Cost you even more in the future, lad.",1
"Get me... a hundred fags, two bottles of wine, a bottle of whisky, and ten cans of lager now.",1
"That was a breaking ball, right?",1
"So, Dane will be home any second I promise.",0
300 grand to the penny.,1
The September figures are due to be released this week.,0
"Goodnight, LY!",1
"I’m done with this nonsense, FAY!",1
What do you think of the moustache?,0
"You did an amazing job, MHOTY!",1
Get your fucking clothes off!,1
# You'll never live like common people,0
"Now that wasn't so hard, was it?",0
"You’ll always be FIMH, no matter what.",1
Give you a nice lickle tingle.,1
"I'm not sure I do, to be honest.",0
"Got rejected for the third time, feelsbatman.",1
That’s what I Z.,1
Thomas F. O'Boyle contributed to this article.,0
Henne we will never return to.,0
"That’s personal, MYO!",1
What’s new? NADT.,1
Ready to jump?,0
"fucking trouble you, always, always, always",1
One of your goons broke into my house today and shot my three-year-old son and his babysitter.,1
"I’ll send the first draft now, MTF on updates.",1
"He punked me out, Sean.",1
You've got a kid who's smaller than most.,1
"But many of these reforms are unneeded, even harmful.",0
"What is famous for our bullfighting, our beautiful orangeswhat your English peoples turn into disgusting marmalade.",0
Chiron was up 1/2 to 27 and Cetus gained 1/2 to 16 3/8.,0
"Blood, hurry the fuck up or I will shank you, man.",1
Miller Brewing Co. will introduce its first non-alcoholic beer Jan. 1.,0
Aren't you a busy bee?,1
The fuck is wrong with you?,1
Trying to tie your tie.,0
I’m ABT2 finish my assignment.,1
"Hey, folks, I hope you aren't planning on going anywhere anytime soon'cause let me tell you something, it ain't gonna happen, okay?",1
Pressure came from several developments including the settlement of two long-term strikes.,0
"The incentives boosted sales for a while, but the pace had cooled by last month.",0
"And, um, you need to get her pink suit, the one with the cherries on the...",0
She dropped her sex toy in your car.,1
Jamesy Boy would know that guns are a shit business.,1
And use plenty of sunscreen.,0
We're gonna have to use the...,1
The defense electronics maker said delivery will begin in October 1991 and run through mid-1995.,0
"In a couple of days, I'll let Zigic know where he can find his bearer bonds.",0
I'm out of breath cos I had to rush back from lunch.,1
"You seem upset, RUOK?",1
Now we gotta wait for him to wake up.,1
We gotta get a camera crew to follow you guys around.,0
The campaign so divided union leaders that the government found them far easier to control.,0
That comment made me VSC.,1
"If we'd stopped every game, then panic...",0
"I’ve got CRS lately, where did I put my keys?",1
"If you want to skip the movie, FBM.",1
"You really aced that presentation, N1!",1
"Sometimes it doesn't work out, okay?",1
You'd abandon the universe... and me for a cafe late?,1
"Who's this, your new bitch?",1
"It’s not a tech issue, just an EBKAC!",1
You need a boot patch to complete the circuit.,0
I just didn't think you'd hook up with him.,1
The EVO of technology is fascinating.,1
This ain't happened to me before.,1
"If you love her, if you ever loved me, just stay here tonight.",0
Here’s an LOA for the project terms.,1
"If we can't maintain trust and cooperation, we're through.",0
"You like how we roll, yeah?",1
"At a yearling sale, a buyer can go solo and get a horse for a few thousand dollars.",0
It all started with geography.,0
I met a CAD at the conference.,1
What the hell was I supposed to do?,1
He gave me an EG after pulling that prank.,1
But there are limits.,0
Do you want to come upstairs?,0
"It’s all good now, AYW.",1
"About 40 Italian businesses, including Fiat S.p.",0
Now all we need is a band with a drummer I can't sack.,1
I assure you she's both.,0
"It was nice seeing you, ABTA!",1
We’ve been in an LD relationship for a year.,1
"Sheesh, that’s a lot of money!",1
The victim was 57-year-old defense attorney Elliot Vincent.,0
"I’ve already done it, GOMB!",1
You don't want to take the silver?,0
Do you think he didn't come?,0
I'm finishing off the job.,0
"Other U.S. banks and, more importantly, those in Japan, also said no.",0
"Despite recent declines in yields, investors continue to pour cash into money funds.",0
I finally reeled JTRO's ass up in this piece.,1
I’m really busy ATM.,1
The drug seems to suppress ovulation for three to seven months after it is taken.,0
"The food was MEH, not great but not terrible.",1
I’m heading 2 the store.,1
What is one to think of all this?,0
"Everyone knows it's fake, but they watch it like it's real fucking life.",1
"Okay, I will trade you BO Railroad for both your utilities.",0
Americans will learn more about making products for the Soviets.,0
I need to be the AITR and handle this responsibly.,1
You don't fuck me any more.,1
Just give me a minute.,1
This phone is secondhand but in VGC.,1
"Having donated heavily to museums, they demand a place on their boards.",0
"Right, and how does that work?",0
They have about seven candidates.,0
So me telling you wouldn't prove anything.,0
"China, which had been putting in huge orders for polyethylene, abruptly halted them.",0
"We think there's another plot, but what that is exactly, we haven't been able to assertain.",0
The action renews concern about buyouts in high-tech industries.,0
I'm looking for a colleague of yours...,0
"That was a GH, I thought I had you beat.",1
My GCSE class insists on discussing it when they should be studying Jane Austen.,0
What have the NME said?,0
"The middle class gets poorer, and the poor feel greater pain than ever.",0
Mr. Kloves has put together some priceless moments.,0
I need the WH5 of the event before I can plan.,1
"Yeah, and you know what?",1
"It's not your fault, buddy.",1
PLMK if you’re free tomorrow.,1
"You're very fortunate, you know.",0
"Last Friday's market gyrations did not result in severe ""aftershocks."" Were we smart or just lucky?",0
And we can study your French together.,1
At night he returns to the condemned building he calls home.,0
It's how it is or it all goes tits up.,1
"Most people, they lose, they whine and quit.",1
had about enough of these cunts,1
I've got a brew coming.,1
"Rochester Telephone Corp. said it agreed to buy Viroqua Telephone Co. of Viroqua, Wis.",0
"Hey, what do you call a man with paper trousers?",1
"Just think, in 48 hours we'll be away from here.",0
Suppose you were doing your job.,0
My B/F is meeting me later.,1
Bond prices rose.,0
"Un, deux, trois, quatre, cinq, six, sept, huit, neuf.",0
He predicted that the number of REITs would plunge to 50 from 207.,0
"I'm not going jail for no one to call me Abigail, call me some next man's chick.",1
"How you doing, sweet pea?",1
You wait until you're famous and then you kill yourself.,0
"After hearing the good news, I had an E2EG.",1
Mom told us they'd never get divorced.,0
Is he a victim of Gramm-Rudman cuts?,0
You'd better watch your grill.,1
"Yeah, I told my mum.",1
WYD this afternoon?,1
That's why we gotta kill this motherfucker quick.,1
"She said it was too early to say what would happen to its clients, including Reebok and Apple.",0
"Aren't we, after all, the inevitable culmination of that stately pageant called evolution?",0
CBS may remain a distant No. 3 in that regard.,0
Many called it simply a contrast in styles.,0
"But trust me, in the future you'll be much happier if you always tell me the truth.",0
BAY AREA COMMUTERS BATTLED earthquake-related transportation snarls.,0
"According to the suit, Mr. Peterson has yet to return the plaintiffs' investment.",0
Mourning for the father is overshadowed by the shame of burying him in a pauper's grave.,0
We’ll have to wait for approval from TPTB.,1
Weisfield's had about 1.1 million shares outstanding as of July 31.,0
Throw their rubbers and their empties into the pond.,1
We need to leave RFN!,1
"So far, one test of restricting dual trading has worked well.",0
"I’m heading to bed, GN!",1
"What's that?"" I'm Monkey Girl.",0
And then we can pretend that it's just the weather and not your passive-aggressive magical grandma.,0
Have you talked to Jimmy about the situation?,0
AG is hardly alone in its anxiety.,0
"You said the movie was bad, but I FTFY—it’s great!",1
And it says you ought to lay down.,0
Which is why I had this plan for the business.,0
"A driver has to find something to hang the carrier on, so the company supplies a window hook.",0
"Trouble was, nobody thought they looked right.",0
"TM, this movie is worth watching!",1
"Victor Frankl's Man's Search For Meaning type violation and terror and suffering here, the real dark side.",0
"All right, keep it coming.",0
You fucked your way to the top.,1
"Let me out, Josh, please!",0
"That phrase is so cheugy, no one says that anymore.",1
When it comes to reasons I’m tired: AOTA.,1
"A buffet breakfast was held in the museum, where food and drinks are banned to everyday visitors.",0
"For what it's worth, what you wrote here struck a chord with me as well.",1
"The trading halt in the S&P 500 futures exacerbated selling and confusion, many traders maintain.",0
